record_type,timestamp_utc,timestamp_eastern,sim_name,sim_id,latitude_deg,longitude_deg,altitude_km,speed_km_s,azimuth_from_easley_deg,elevation_from_easley_deg,slant_range_from_easley_km,above_easley_horizon,raan_deg,arg_perigee_deg,mean_anomaly_deg,orbital_phase_0_1,lat_sin,lat_cos,lon_sin,lon_cos,elevation_scaled_m1_p1,position_seed_u64,position_entropy_feature_0_1,eci_x_km,eci_y_km,eci_z_km,ecef_x_km,ecef_y_km,ecef_z_km
FORWARD_SIM,2026-09-15T04:28:07Z,2026-09-15T00:28:07-04:00,ASTERION-Q7 MIRRORGLASS,UNKNOWN-SIM-01 / SIM-94731,18.190106,25.826526,701.975,7.502796,64.542,-44.148,9852.561,0,89.44262,127.146087,251.236671,0.697879643,0.312170864,0.950025974,0.435647868,0.900117178,-0.490538567,5402589806762923111,0.292874980277,350.788,6719.117,2197.521,6056.229,2931.155,2197.521
FORWARD_SIM,2026-09-15T04:29:07Z,2026-09-15T00:29:07-04:00,ASTERION-Q7 MIRRORGLASS,UNKNOWN-SIM-01 / SIM-94731,21.812377,25.046056,702.291,7.503376,62.183,-42.594,9624.752,0,89.44324,127.14388,254.881424,0.708003956,0.3715684,0.928405582,0.423346644,0.90596778,-0.473271173,4269571463789667527,0.231453932831,403.571,6563.852,2616.087,5957.868,2784.032,2616.087
FORWARD_SIM,2026-09-15T04:30:07Z,2026-09-15T00:30:07-04:00,ASTERION-Q7 MIRRORGLASS,UNKNOWN-SIM-01 / SIM-94731,25.431531,24.23823,702.72,7.503967,59.82,-41.037,9391.644,0,89.44386,127.141673,258.526177,0.71812827,0.429432192,0.903099105,0.410531541,0.911846398,-0.455964105,14098345381398082462,0.764272834548,454.729,6382.095,3024.093,5834.244,2626.693,3024.093
FORWARD_SIM,2026-09-15T04:31:07Z,2026-09-15T00:31:07-04:00,ASTERION-Q7 MIRRORGLASS,UNKNOWN-SIM-01 / SIM-94731,29.046888,23.396088,703.249,7.504565,57.44,-39.478,9153.941,0,89.44448,127.139466,262.17093,0.728252583,0.485525206,0.874222669,0.397085224,0.917781742,-0.438647524,6265969863027158504,0.339678906911,504.056,6174.573,3419.89,5685.761,2459.988,3419.89
FORWARD_SIM,2026-09-15T04:32:07Z,2026-09-15T00:32:07-04:00,ASTERION-Q7 MIRRORGLASS,UNKNOWN-SIM-01 / SIM-94731,32.657708,22.511219,703.861,7.505169,55.029,-37.922,8912.403,0,89.445099,127.137259,265.815683,0.738376897,0.539619026,0.841909322,0.382864328,0.923804582,-0.421352283,16296773912384642702,0.883449884016,551.351,5942.117,3801.877,5512.935,2284.797,3801.877
FORWARD_SIM,2026-09-15T04:33:07Z,2026-09-15T00:33:07-04:00,ASTERION-Q7 MIRRORGLASS,UNKNOWN-SIM-01 / SIM-94731,36.263157,21.573242,704.54,7.505775,52.575,-36.37,8667.856,0,89.445719,127.135052,269.460436,0.74850121,0.591494825,0.806308795,0.367690293,0.929948304,-0.404110675,1624476704776363681,0.088063058624,596.425,5685.661,4168.508,5316.383,2102.033,4168.508
FORWARD_SIM,2026-09-15T04:34:07Z,2026-09-15T00:34:07-04:00,ASTERION-Q7 MIRRORGLASS,UNKNOWN-SIM-01 / SIM-94731,39.862265,20.569077,705.269,7.506382,50.065,-34.826,8421.198,0,89.446339,127.132845,273.105189,0.758625524,0.640944238,0.767587443,0.351336392,0.936249293,-0.386957227,14721762932884483780,0.798068367732,639.095,5406.235,4518.297,5096.828,1912.633,4518.297
FORWARD_SIM,2026-09-15T04:35:07Z,2026-09-15T00:35:07-04:00,ASTERION-Q7 MIRRORGLASS,UNKNOWN-SIM-01 / SIM-94731,43.453854,19.481893,706.028,7.506988,47.485,-33.294,8173.41,0,89.446959,127.130638,276.749942,0.768749838,0.687770133,0.725928539,0.333508948,0.942746934,-0.369929594,8296847529863884540,0.449773005833,679.188,5104.963,4849.826,4855.096,1717.553,4849.826
FORWARD_SIM,2026-09-15T04:36:07Z,2026-09-15T00:36:07-04:00,ASTERION-Q7 MIRRORGLASS,UNKNOWN-SIM-01 / SIM-94731,47.036438,18.28956,706.798,7.507588,44.821,-31.776,7925.562,0,89.447579,127.128431,280.394694,0.778874151,0.731787277,0.68153311,0.313819456,0.949482674,-0.353069562,11826821855059866992,0.641133297443,716.543,4783.056,5161.752,4592.107,1517.766,5161.752
FORWARD_SIM,2026-09-15T04:37:07Z,2026-09-15T00:37:07-04:00,ASTERION-Q7 MIRRORGLASS,UNKNOWN-SIM-01 / SIM-94731,50.608065,16.96228,707.56,7.508182,42.058,-30.278,7678.824,0,89.448199,127.126224,284.039447,0.788998465,0.772822912,0.634621735,0.291742064,0.95649703,-0.336424182,4667266315642323333,0.253013013949,751.008,4441.812,5452.809,4308.879,1314.255,5452.809
FORWARD_SIM,2026-09-15T04:38:07Z,2026-09-15T00:38:07-04:00,ASTERION-Q7 MIRRORGLASS,UNKNOWN-SIM-01 / SIM-94731,54.166066,15.458883,708.295,7.508767,39.182,-28.804,7434.475,0,89.448819,127.124017,287.6842,0.799122778,0.810717228,0.585437936,0.266546775,0.963821984,-0.320047056,1453606377679907057,0.078800159631,782.444,4082.605,5721.813,4006.519,1108.01,5721.813
FORWARD_SIM,2026-09-15T04:39:07Z,2026-09-15T00:39:07-04:00,ASTERION-Q7 MIRRORGLASS,UNKNOWN-SIM-01 / SIM-94731,57.70664,13.720808,708.984,7.50934,36.177,-27.36,7193.916,0,89.449439,127.12181,291.328953,0.809247092,0.845323757,0.534254383,0.23719096,0.971463045,-0.303999765,2949908624266068045,0.159914866953,810.722,3706.885,5967.674,3686.221,900.022,5967.674
FORWARD_SIM,2026-09-15T04:40:07Z,2026-09-15T00:40:07-04:00,ASTERION-Q7 MIRRORGLASS,UNKNOWN-SIM-01 / SIM-94731,61.224153,11.661937,709.609,7.5099,33.028,-25.952,6958.677,0,89.450059,127.119603,294.973706,0.819371405,0.876509689,0.481384218,0.202136734,0.97935731,-0.288353442,15206177271514488321,0.824328521649,835.729,3316.168,6189.389,3349.26,691.278,6189.389
FORWARD_SIM,2026-09-15T04:41:07Z,2026-09-15T00:41:07-04:00,ASTERION-Q7 MIRRORGLASS,UNKNOWN-SIM-01 / SIM-94731,64.709864,9.150667,710.155,7.510443,29.72,-24.587,6730.426,0,89.450679,127.117396,298.618459,0.829495719,0.904156112,0.427202205,0.159031177,0.987273561,-0.273190399,231046968640802902,0.012525081267,857.362,2912.031,6386.056,2996.988,482.758,6386.056
FORWARD_SIM,2026-09-15T04:42:07Z,2026-09-15T00:42:07-04:00,ASTERION-Q7 MIRRORGLASS,UNKNOWN-SIM-01 / SIM-94731,68.149509,5.976691,710.607,7.510967,26.239,-23.275,6510.97,0,89.451299,127.115189,302.263212,0.839620032,0.928158207,0.372185899,0.104123858,0.994564338,-0.258605726,1717582567034227158,0.09311033753,875.533,2496.107,6556.875,2630.827,275.429,6556.875
FORWARD_SIM,2026-09-15T04:43:07Z,2026-09-15T00:43:07-04:00,ASTERION-Q7 MIRRORGLASS,UNKNOWN-SIM-01 / SIM-94731,71.518377,1.786273,710.95,7.511471,22.572,-22.024,6302.254,0,89.451918,127.112982,305.907965,0.849744346,0.948425379,0.317000474,0.031171287,0.999514057,-0.244708641,1633336482061186529,0.088543348113,890.17,2070.079,6701.148,2252.264,70.24,6701.148
FORWARD_SIM,2026-09-15T04:44:07Z,2026-09-15T00:44:07-04:00,ASTERION-Q7 MIRRORGLASS,UNKNOWN-SIM-01 / SIM-94731,74.770498,-4.049493,711.174,7.511953,18.708,-20.846,6106.353,0,89.452538,127.110775,309.552717,0.85986866,0.964881366,0.26268603,-0.070618158,0.997503421,-0.231623298,16912971312647150252,0.916854012018,901.21,1635.668,6818.285,1862.846,-131.88,6818.285
FORWARD_SIM,2026-09-15T04:45:07Z,2026-09-15T00:45:07-04:00,ASTERION-Q7 MIRRORGLASS,UNKNOWN-SIM-01 / SIM-94731,77.813132,-12.702364,711.27,7.512409,14.64,-19.754,5925.443,0,89.453158,127.108568,313.19747,0.869992973,0.977464305,0.211100765,-0.219886454,0.975525472,-0.219488642,11937620989731371747,0.647139730569,908.61,1194.632,6907.807,1464.172,-330.029,6907.807
FORWARD_SIM,2026-09-15T04:46:07Z,2026-09-15T00:46:07-04:00,ASTERION-Q7 MIRRORGLASS,UNKNOWN-SIM-01 / SIM-94731,80.445026,-26.321503,711.231,7.51284,10.367,-18.761,5761.763,0,89.453778,127.106361,316.842223,0.880117287,0.986126787,0.165993857,-0.443407613,0.896320082,-0.208456774,10589743881080225942,0.574071166097,912.34,748.757,6969.346,1057.886,-523.334,6969.346
FORWARD_SIM,2026-09-15T04:47:07Z,2026-09-15T00:47:07-04:00,ASTERION-Q7 MIRRORGLASS,UNKNOWN-SIM-01 / SIM-94731,82.237262,-47.755115,711.053,7.513242,5.892,-17.882,5617.562,0,89.454398,127.104154,320.486976,0.8902416,0.990835893,0.135071218,-0.740278145,0.672300727,-0.198689287,10496990504299340298,0.569042995466,912.382,299.849,7002.648,645.671,-710.956,7002.648
FORWARD_SIM,2026-09-15T04:48:07Z,2026-09-15T00:48:07-04:00,ASTERION-Q7 MIRRORGLASS,UNKNOWN-SIM-01 / SIM-94731,82.556557,-75.588423,710.734,7.513614,1.228,-17.132,5495.013,0,89.455018,127.101948,324.131729,0.900365914,0.991573222,0.129547465,-0.96853289,0.248885598,-0.190351133,8437096743239453180,0.457375930925,908.737,-150.274,7007.573,229.243,-892.094,7007.573
FORWARD_SIM,2026-09-15T04:49:07Z,2026-09-15T00:49:07-04:00,ASTERION-Q7 MIRRORGLASS,UNKNOWN-SIM-01 / SIM-94731,81.23999,-100.088434,710.274,7.513955,356.395,-16.524,5396.126,0,89.455638,127.099741,327.776482,0.910490227,0.988334918,0.15229606,-0.98453856,-0.175167987,-0.183601893,8244406887307325919,0.446930192904,901.418,-599.789,6984.098,-189.659,-1065.988,6984.098
FORWARD_SIM,2026-09-15T04:50:07Z,2026-09-15T00:50:07-04:00,ASTERION-Q7 MIRRORGLASS,UNKNOWN-SIM-01 / SIM-94731,78.852195,-116.315931,709.679,7.514264,351.423,-16.073,5322.636,0,89.456258,127.097534,331.421235,0.920614541,0.98113169,0.19334065,-0.896363204,-0.443320433,-0.178584914,6702706033536706650,0.363354422155,890.456,-1046.872,6932.314,-609.28,-1231.922,6932.314
FORWARD_SIM,2026-09-15T04:51:07Z,2026-09-15T00:51:07-04:00,ASTERION-Q7 MIRRORGLASS,UNKNOWN-SIM-01 / SIM-94731,75.9275,-126.496785,708.952,7.514538,346.35,-15.787,5275.897,0,89.456878,127.095327,335.065988,0.930738854,0.969988832,0.243149473,-0.803890238,-0.594777677,-0.17541548,15979806584892318762,0.866267050762,875.893,-1489.712,6852.426,-1027.853,-1389.226,6852.426
FORWARD_SIM,2026-09-15T04:52:07Z,2026-09-15T00:52:07-04:00,ASTERION-Q7 MIRRORGLASS,UNKNOWN-SIM-01 / SIM-94731,72.735765,-133.200106,708.104,7.514777,341.219,-15.675,5256.787,0,89.457498,127.09312,338.71074,0.940863168,0.954946238,0.296778845,-0.728967357,-0.684548459,-0.174169847,7199968862915968000,0.39031109415,857.789,-1926.512,6744.757,-1443.611,-1537.283,6744.757
FORWARD_SIM,2026-09-15T04:53:07Z,2026-09-15T00:53:07-04:00,ASTERION-Q7 MIRRORGLASS,UNKNOWN-SIM-01 / SIM-94731,69.399817,-137.906902,707.144,7.51498,336.079,-15.739,5265.644,0,89.458118,127.090913,342.355493,0.950987482,0.93605841,0.351844643,-0.670337232,-0.742056598,-0.174877217,1738994291559643549,0.094271069442,836.215,-2355.502,6609.739,-1854.792,-1675.527,6609.739
FORWARD_SIM,2026-09-15T04:54:07Z,2026-09-15T00:54:07-04:00,ASTERION-Q7 MIRRORGLASS,UNKNOWN-SIM-01 / SIM-94731,65.978737,-141.406303,706.086,7.515147,330.978,-15.976,5302.234,0,89.458738,127.088706,346.000246,0.961111795,0.913394454,0.407075634,-0.623793625,-0.781589095,-0.177516425,16673062935440754289,0.90384855283,811.261,-2774.94,6447.918,-2259.649,-1803.447,6447.918
